,img_path,lbl_path,blacklisted,comment,relabeled,folder_name,file_name,Pupil,Surgical Tape,Hand,Eye Retractors,Iris,Skin,Cornea,Hydrodissection Cannula,Viscoelastic Cannula,Capsulorhexis Cystotome,Rycroft Cannula,Bonn Forceps,Primary Knife,Phacoemulsifier Handpiece,Lens Injector,I/A Handpiece,Secondary Knife,Micromanipulator,I/A Handpiece Handle,Capsulorhexis Forceps,Rycroft Cannula Handle,Phacoemulsifier Handpiece Handle,Capsulorhexis Cystotome Handle,Secondary Knife Handle,Lens Injector Handle,Suture Needle,Needle Holder,Charleux Cannula,Primary Knife Handle,Vitrectomy Handpiece,Mendez Ring,Marker,Hydrodissection Cannula Handle,Troutman Forceps,Cotton,Iris Hooks,ssim,blpx,per_video_index,vid_num
21,Video01/Images/Video1_frame000480.png,Video01/Labels/Video1_frame000480.png,0,,,Video01,Video1_frame000480.png,40243,148002,55328,11463,29493,86472,112791,0,0,0,0,23267,11341,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,21,1
22,Video01/Images/Video1_frame000980.png,Video01/Labels/Video1_frame000980.png,0,,,Video01,Video1_frame000980.png,41319,175692,0,7473,31043,126425,134833,0,1615,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,22,1
23,Video01/Images/Video1_frame000990.png,Video01/Labels/Video1_frame000990.png,0,,,Video01,Video1_frame000990.png,41319,176529,0,7390,29905,124434,137158,0,1665,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,23,1
24,Video01/Images/Video1_frame001000.png,Video01/Labels/Video1_frame001000.png,0,,,Video01,Video1_frame001000.png,40977,175918,0,7232,29807,124357,137724,0,2385,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,24,1
25,Video01/Images/Video1_frame001010.png,Video01/Labels/Video1_frame001010.png,0,,,Video01,Video1_frame001010.png,40933,176281,0,7281,29763,124129,137416,0,2597,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,25,1
26,Video01/Images/Video1_frame001020.png,Video01/Labels/Video1_frame001020.png,0,,,Video01,Video1_frame001020.png,40804,176340,0,7344,29773,123937,137473,0,2729,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,26,1
27,Video01/Images/Video1_frame001030.png,Video01/Labels/Video1_frame001030.png,0,,,Video01,Video1_frame001030.png,40790,174397,0,7353,30124,124070,138929,0,2737,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,27,1
28,Video01/Images/Video1_frame001040.png,Video01/Labels/Video1_frame001040.png,0,,,Video01,Video1_frame001040.png,40521,181286,0,7666,30514,119588,135569,0,3256,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,28,1
29,Video01/Images/Video1_frame001050.png,Video01/Labels/Video1_frame001050.png,0,,,Video01,Video1_frame001050.png,43832,175598,0,7646,27546,123658,137242,0,2878,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,29,1
30,Video01/Images/Video1_frame001310.png,Video01/Labels/Video1_frame001310.png,0,,,Video01,Video1_frame001310.png,42218,177286,0,8499,30515,120051,125329,0,0,2329,0,0,0,0,0,0,0,0,0,0,0,0,12173,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,30,1
31,Video01/Images/Video1_frame001340.png,Video01/Labels/Video1_frame001340.png,0,,,Video01,Video1_frame001340.png,41801,174827,0,8180,31484,122028,128512,0,0,1944,0,0,0,0,0,0,0,0,0,0,0,0,9624,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,31,1
32,Video01/Images/Video1_frame001390.png,Video01/Labels/Video1_frame001390.png,0,,,Video01,Video1_frame001390.png,41613,175748,0,7785,29610,119067,131865,0,0,2154,0,0,0,0,0,0,0,0,0,0,0,0,10558,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,32,1
33,Video01/Images/Video1_frame001420.png,Video01/Labels/Video1_frame001420.png,0,,,Video01,Video1_frame001420.png,41623,172790,0,6957,29630,118399,135426,0,0,2227,0,0,0,0,0,0,0,0,0,0,0,0,11348,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,33,1
34,Video01/Images/Video1_frame001470.png,Video01/Labels/Video1_frame001470.png,0,,,Video01,Video1_frame001470.png,41207,170149,0,5576,30041,121598,131971,0,0,2186,0,0,0,0,0,0,0,0,0,0,0,0,15672,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,34,1
35,Video01/Images/Video1_frame001550.png,Video01/Labels/Video1_frame001550.png,0,,,Video01,Video1_frame001550.png,41167,152946,25314,7640,30120,117460,128444,0,0,2075,0,0,0,0,0,0,0,0,0,0,0,0,13234,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,35,1
36,Video01/Images/Video1_frame001580.png,Video01/Labels/Video1_frame001580.png,0,,,Video01,Video1_frame001580.png,41296,148007,23854,7914,30157,124001,129712,0,0,2082,0,0,0,0,0,0,0,0,0,0,0,0,11377,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,36,1
37,Video01/Images/Video1_frame001610.png,Video01/Labels/Video1_frame001610.png,0,,,Video01,Video1_frame001610.png,41543,150654,27909,8327,29818,114567,130025,0,0,2214,0,0,0,0,0,0,0,0,0,0,0,0,13343,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,37,1
38,Video01/Images/Video1_frame001650.png,Video01/Labels/Video1_frame001650.png,0,,,Video01,Video1_frame001650.png,41463,180223,0,8402,27569,122049,125899,0,0,2651,0,0,0,0,0,0,0,0,0,0,0,0,10144,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,38,1
39,Video01/Images/Video1_frame001660.png,Video01/Labels/Video1_frame001660.png,0,,,Video01,Video1_frame001660.png,41286,173512,3422,8782,28968,118707,127379,0,0,2309,0,0,0,0,0,0,0,0,0,0,0,0,14035,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,39,1
40,Video01/Images/Video1_frame001670.png,Video01/Labels/Video1_frame001670.png,0,,,Video01,Video1_frame001670.png,42279,175153,557,8541,30535,122397,125364,0,0,1712,0,0,0,0,0,0,0,0,0,0,0,0,11862,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,40,1
41,Video01/Images/Video1_frame001680.png,Video01/Labels/Video1_frame001680.png,0,,,Video01,Video1_frame001680.png,42038,177798,40,7931,29743,121887,124536,0,0,1878,0,0,0,0,0,0,0,0,0,0,0,0,12549,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,41,1
42,Video01/Images/Video1_frame001760.png,Video01/Labels/Video1_frame001760.png,0,,,Video01,Video1_frame001760.png,42215,173355,0,6535,30297,124890,131859,0,0,1674,0,0,0,0,0,0,0,0,0,0,0,0,7575,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,42,1
43,Video01/Images/Video1_frame001780.png,Video01/Labels/Video1_frame001780.png,0,,,Video01,Video1_frame001780.png,42188,176804,0,7397,30256,122682,130381,0,0,1794,0,0,0,0,0,0,0,0,0,0,0,0,6898,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,43,1
44,Video01/Images/Video1_frame001790.png,Video01/Labels/Video1_frame001790.png,0,,,Video01,Video1_frame001790.png,40750,177931,0,6847,31504,123094,130386,0,0,1722,0,0,0,0,0,0,0,0,0,0,0,0,6166,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,44,1
45,Video01/Images/Video1_frame001800.png,Video01/Labels/Video1_frame001800.png,0,,,Video01,Video1_frame001800.png,40761,180275,0,6611,30670,123071,128435,0,0,1714,0,0,0,0,0,0,0,0,0,0,0,0,6863,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,45,1
46,Video01/Images/Video1_frame001810.png,Video01/Labels/Video1_frame001810.png,0,,,Video01,Video1_frame001810.png,40357,181906,0,5978,29651,117140,131986,0,0,1685,0,0,0,0,0,0,0,0,0,0,0,0,9697,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,46,1
47,Video01/Images/Video1_frame002060.png,Video01/Labels/Video1_frame002060.png,0,,,Video01,Video1_frame002060.png,41909,165834,0,7221,29856,129283,139520,0,0,0,0,0,0,0,0,0,0,0,0,4777,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,47,1
48,Video01/Images/Video1_frame002260.png,Video01/Labels/Video1_frame002260.png,0,,,Video01,Video1_frame002260.png,42325,189152,0,7367,31457,117589,127853,2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,48,1
49,Video01/Images/Video1_frame002270.png,Video01/Labels/Video1_frame002270.png,0,,,Video01,Video1_frame002270.png,40711,185694,0,7943,31438,117708,129129,3401,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,0,0,1,0,49,1
50,Video01/Images/Video1_frame002290.png,Video01/Labels/Video1_frame002290.png,0,,,Video01,Video1_frame002290.png,37378,180216,0,7824,33118,118757,132913,5818,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2376,0,0,0,1,0,50,1
51,Video01/Images/Video1_frame002300.png,Video01/Labels/Video1_frame002300.png,0,,,Video01,Video1_frame002300.png,37213,181300,0,7941,32239,118684,133896,6033,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1094,0,0,0,1,0,51,1
52,Video01/Images/Video1_frame002310.png,Video01/Labels/Video1_frame002310.png,0,,,Video01,Video1_frame002310.png,38543,179934,0,7959,30849,119153,132608,6142,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3212,0,0,0,1,0,52,1
53,Video01/Images/Video1_frame002320.png,Video01/Labels/Video1_frame002320.png,0,,,Video01,Video1_frame002320.png,39597,182850,0,8021,31650,118013,131943,5836,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,490,0,0,0,1,0,53,1
54,Video01/Images/Video1_frame002330.png,Video01/Labels/Video1_frame002330.png,0,,,Video01,Video1_frame002330.png,38595,179858,0,8022,33318,120834,130667,5021,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2085,0,0,0,1,0,54,1
55,Video01/Images/Video1_frame002340.png,Video01/Labels/Video1_frame002340.png,0,,,Video01,Video1_frame002340.png,39636,176966,0,7980,30560,120343,131165,5171,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,6579,0,0,0,1,0,55,1
56,Video01/Images/Video1_frame002350.png,Video01/Labels/Video1_frame002350.png,0,,,Video01,Video1_frame002350.png,40644,181660,0,8041,30611,120739,131466,5239,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,56,1
57,Video01/Images/Video1_frame002360.png,Video01/Labels/Video1_frame002360.png,0,,,Video01,Video1_frame002360.png,41228,189718,0,8949,30592,117620,125509,4784,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,57,1
58,Video01/Images/Video1_frame002370.png,Video01/Labels/Video1_frame002370.png,0,,,Video01,Video1_frame002370.png,38884,189365,0,8755,31792,116323,127766,5236,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,279,0,0,0,1,0,58,1
59,Video01/Images/Video1_frame002380.png,Video01/Labels/Video1_frame002380.png,0,,,Video01,Video1_frame002380.png,37167,181106,1916,8354,32632,118680,129612,5513,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3420,0,0,0,1,0,59,1
60,Video01/Images/Video1_frame002390.png,Video01/Labels/Video1_frame002390.png,0,,,Video01,Video1_frame002390.png,43890,183276,0,8421,26306,121321,126636,5820,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2730,0,0,0,1,0,60,1
61,Video01/Images/Video1_frame002400.png,Video01/Labels/Video1_frame002400.png,0,,,Video01,Video1_frame002400.png,42848,184593,0,8292,29234,122334,126540,4559,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,61,1
62,Video01/Images/Video1_frame002420.png,Video01/Labels/Video1_frame002420.png,0,,,Video01,Video1_frame002420.png,47060,182359,9336,9597,24664,117414,121258,4989,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1723,0,0,0,1,0,62,1
63,Video01/Images/Video1_frame002450.png,Video01/Labels/Video1_frame002450.png,0,,,Video01,Video1_frame002450.png,39339,186779,0,8612,29680,120442,130891,2657,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,63,1
64,Video01/Images/Video1_frame002850.png,Video01/Labels/Video1_frame002850.png,0,,,Video01,Video1_frame002850.png,46083,175451,0,8327,21859,121552,128766,0,0,0,0,0,0,6211,0,0,0,0,0,0,0,10151,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,64,1
65,Video01/Images/Video1_frame002900.png,Video01/Labels/Video1_frame002900.png,0,,,Video01,Video1_frame002900.png,44843,170704,0,8594,22269,120091,125943,0,0,0,0,0,0,6200,0,0,0,0,0,0,0,19756,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,65,1
66,Video01/Images/Video1_frame002970.png,Video01/Labels/Video1_frame002970.png,0,,,Video01,Video1_frame002970.png,47575,168885,0,8602,18165,118974,130043,0,0,0,0,0,0,6397,0,0,0,0,0,0,0,19759,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,66,1
67,Video01/Images/Video1_frame003070.png,Video01/Labels/Video1_frame003070.png,0,,,Video01,Video1_frame003070.png,47803,163865,0,8087,20930,117259,129029,0,0,0,0,0,0,6519,0,0,0,5937,0,0,0,18971,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,67,1
68,Video01/Images/Video1_frame003080.png,Video01/Labels/Video1_frame003080.png,0,,,Video01,Video1_frame003080.png,46970,162364,0,8052,21582,115710,127412,0,0,0,0,0,0,6464,0,0,0,9871,0,0,0,19975,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,68,1
69,Video01/Images/Video1_frame003150.png,Video01/Labels/Video1_frame003150.png,0,,,Video01,Video1_frame003150.png,46247,166603,0,8123,22938,113516,125268,0,0,0,0,0,0,5977,0,0,0,9050,0,0,0,20678,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,69,1
70,Video01/Images/Video1_frame003180.png,Video01/Labels/Video1_frame003180.png,0,,,Video01,Video1_frame003180.png,47903,173779,0,8777,21887,116181,126287,0,0,0,0,0,0,6647,0,0,0,10471,0,0,0,6468,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,70,1
71,Video01/Images/Video1_frame003500.png,Video01/Labels/Video1_frame003500.png,0,,,Video01,Video1_frame003500.png,43378,168766,0,8867,16820,108119,126022,0,0,0,0,0,0,6215,0,0,0,10677,0,0,0,29536,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,71,1
72,Video01/Images/Video1_frame003540.png,Video01/Labels/Video1_frame003540.png,0,,,Video01,Video1_frame003540.png,42498,178896,0,8950,24253,111394,117902,0,0,0,0,0,0,5947,0,0,0,11993,0,0,0,16567,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,72,1
73,Video01/Images/Video1_frame003610.png,Video01/Labels/Video1_frame003610.png,0,,,Video01,Video1_frame003610.png,42183,167081,0,9019,22428,110348,123074,0,0,0,0,0,0,6003,0,0,0,13415,0,0,0,24849,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,73,1
74,Video01/Images/Video1_frame003620.png,Video01/Labels/Video1_frame003620.png,0,,,Video01,Video1_frame003620.png,43075,176862,0,9296,25955,109980,122640,0,0,0,0,0,0,5894,0,0,0,11387,0,0,0,13311,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,74,1
75,Video01/Images/Video1_frame003740.png,Video01/Labels/Video1_frame003740.png,0,,,Video01,Video1_frame003740.png,42698,178372,0,8683,24873,106627,130148,0,0,0,0,0,0,5929,0,0,0,9038,0,0,0,12032,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,75,1
76,Video01/Images/Video1_frame003880.png,Video01/Labels/Video1_frame003880.png,0,,,Video01,Video1_frame003880.png,43732,161055,0,7604,19093,106422,134678,0,0,0,0,0,0,6102,0,0,0,9766,0,0,0,29948,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,76,1
77,Video01/Images/Video1_frame004060.png,Video01/Labels/Video1_frame004060.png,0,,,Video01,Video1_frame004060.png,45039,163863,0,8018,21465,108619,132174,0,0,0,0,0,0,6421,0,0,0,8147,0,0,0,24654,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,77,1
78,Video01/Images/Video1_frame004220.png,Video01/Labels/Video1_frame004220.png,0,,,Video01,Video1_frame004220.png,40066,155056,0,7720,25079,115608,132340,0,0,0,0,0,0,6103,0,0,0,9860,0,0,0,26568,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,78,1
79,Video01/Images/Video1_frame004350.png,Video01/Labels/Video1_frame004350.png,0,,,Video01,Video1_frame004350.png,40906,160505,0,7625,22330,110670,137432,0,0,0,0,0,0,6322,0,0,0,8987,0,0,0,23623,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,79,1
80,Video01/Images/Video1_frame004460.png,Video01/Labels/Video1_frame004460.png,0,,,Video01,Video1_frame004460.png,40645,156378,0,7574,23267,109903,140600,0,0,0,0,0,0,6230,0,0,0,8830,0,0,0,24973,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,80,1
81,Video01/Images/Video1_frame004470.png,Video01/Labels/Video1_frame004470.png,0,,,Video01,Video1_frame004470.png,40692,156079,0,7525,23674,111360,139445,0,0,0,0,0,0,5470,0,0,0,8836,0,0,0,25319,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,81,1
82,Video01/Images/Video1_frame004680.png,Video01/Labels/Video1_frame004680.png,0,,,Video01,Video1_frame004680.png,41639,163633,0,8029,18136,111997,139900,0,0,0,0,0,0,6332,0,0,0,8302,0,0,0,20432,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,82,1
83,Video01/Images/Video1_frame005690.png,Video01/Labels/Video1_frame005690.png,0,,,Video01,Video1_frame005690.png,44458,161968,0,7424,23540,123530,137501,0,0,0,0,0,0,0,0,6398,0,0,13581,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,83,1
84,Video01/Images/Video1_frame005700.png,Video01/Labels/Video1_frame005700.png,0,,,Video01,Video1_frame005700.png,44808,162283,0,7377,22289,124618,138051,0,0,0,0,0,0,0,0,6554,0,0,12420,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,84,1
85,Video01/Images/Video1_frame005780.png,Video01/Labels/Video1_frame005780.png,0,,,Video01,Video1_frame005780.png,44666,156513,0,7648,18984,126804,141001,0,0,0,0,0,0,0,0,8291,0,0,14493,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,85,1
86,Video01/Images/Video1_frame005830.png,Video01/Labels/Video1_frame005830.png,0,,,Video01,Video1_frame005830.png,43105,141812,0,7528,20376,133815,135075,0,0,0,0,0,0,0,0,8658,0,0,28031,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,86,1
87,Video01/Images/Video1_frame006040.png,Video01/Labels/Video1_frame006040.png,0,,,Video01,Video1_frame006040.png,41704,157043,0,7738,19835,114951,133278,0,0,0,0,0,0,0,0,8829,0,0,35022,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,87,1
88,Video01/Images/Video1_frame006090.png,Video01/Labels/Video1_frame006090.png,0,,,Video01,Video1_frame006090.png,42968,165308,0,6907,22276,116352,134223,0,0,0,0,0,0,0,0,7297,0,0,23069,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,88,1
89,Video01/Images/Video1_frame006120.png,Video01/Labels/Video1_frame006120.png,0,,,Video01,Video1_frame006120.png,43057,168522,0,6852,22283,115821,130505,0,0,0,0,0,0,0,0,7199,0,0,24161,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,89,1
